3337 4
start,apnea_state,end,source_file
10174,1,10197,14
10299,1,10335,14
10384,1,10401,14
10414,1,10462,14
10521,1,10560,14
10635,3,10643,14
10647,1,10679,14
10697,1,10746,14
10759,1,10785,14
10807,1,10854,14
10890,1,10909,14
10932,1,10966,14
11003,1,11028,14
11056,1,11077,14
11096,1,11129,14
11166,1,11187,14
11216,1,11249,14
11276,1,11312,14
11367,1,11392,14
11427,1,11471,14
11493,1,11517,14
11544,1,11595,14
11627,1,11644,14
11736,1,11801,14
11899,1,11919,14
11954,1,11981,14
12008,1,12033,14
12048,1,12087,14
12106,1,12145,14
12219,1,12246,14
12373,1,12393,14
12425,1,12450,14
12847,1,12865,14
12938,1,12954,14
12980,1,12997,14
13239,1,13254,14
13292,1,13307,14
13373,1,13391,14
13510,1,13524,14
13547,2,13558,14
13572,1,13605,14
13624,1,13656,14
13679,1,13696,14
13721,1,13744,14
13767,1,13787,14
13800,1,13824,14
13859,1,13886,14
14301,1,14317,14
14457,1,14473,14
14495,1,14514,14
15334,1,15351,14
15676,1,15693,14
15709,1,15725,14
15749,1,15768,14
15785,1,15803,14
15843,1,15871,14
16086,1,16128,14
16169,1,16191,14
16234,1,16258,14
16299,1,16319,14
16375,1,16396,14
16423,1,16452,14
16567,1,16595,14
16621,1,16639,14
16771,1,16819,14
17039,1,17068,14
17088,1,17110,14
17136,1,17161,14
17190,1,17215,14
17244,1,17263,14
17292,1,17323,14
17343,1,17374,14
17398,1,17438,14
17475,1,17502,14
17865,1,17887,14
17916,1,17956,14
17984,1,18012,14
18045,1,18071,14
18165,1,18178,14
18841,1,18857,14
18998,1,19019,14
19064,1,19091,14
19129,1,19163,14
19257,1,19276,14
19718,1,19744,14
19758,2,19770,14
20013,1,20031,14
20083,1,20102,14
20165,1,20181,14
20213,1,20231,14
20267,1,20286,14
20311,1,20327,14
20371,1,20392,14
20414,1,20444,14
20460,1,20488,14
20510,1,20535,14
20559,1,20583,14
20606,1,20640,14
20662,1,20683,14
20720,1,20748,14
20777,1,20807,14
20843,1,20868,14
20889,1,20910,14
21009,1,21025,14
21079,1,21110,14
21130,1,21158,14
21180,1,21217,14
21245,1,21267,14
21336,1,21359,14
21406,1,21441,14
21453,1,21479,14
21526,1,21558,14
101,1,117,15
2336,1,2349,15
2379,1,2391,15
3234,1,3248,15
3599,1,3616,15
3900,1,3920,15
3996,1,4022,15
5669,1,5683,15
6732,1,6749,15
7363,1,7378,15
8513,1,8533,15
8544,1,8564,15
8609,1,8646,15
8670,1,8686,15
8742,1,8759,15
8888,1,8910,15
8930,1,8945,15
8957,1,8974,15
9001,1,9020,15
9165,1,9183,15
9272,1,9293,15
9316,2,9336,15
10586,1,10603,15
12482,1,12495,15
16733,1,16745,15
17914,1,17925,15
18134,1,18146,15
19546,1,19558,15
19594,1,19608,15
19668,1,19680,15
19948,1,19974,15
20374,1,20390,15
20461,1,20476,15
20502,1,20514,15
20579,1,20595,15
21752,1,21767,15
22304,1,22320,15
2451,1,2470,17
2990,1,3003,17
3725,2,3746,17
3777,1,3792,17
3803,1,3828,17
3843,1,3872,17
3914,1,3933,17
3948,1,3974,17
4001,1,4018,17
4046,2,4062,17
4083,1,4101,17
4117,2,4143,17
4423,1,4435,17
4447,1,4461,17
4475,1,4491,17
4511,1,4530,17
4725,1,4736,17
4753,1,4767,17
4839,1,4855,17
4921,1,4938,17
4958,1,4971,17
5184,1,5199,17
5350,1,5371,17
5477,1,5490,17
5534,1,5553,17
5737,1,5752,17
5771,1,5790,17
5811,1,5827,17
5845,1,5860,17
5875,1,5892,17
5954,1,5969,17
6010,1,6025,17
6060,1,6081,17
6208,1,6229,17
6416,1,6431,17
6502,1,6512,17
6546,1,6556,17
6624,1,6639,17
6709,1,6721,17
6796,1,6810,17
8708,1,8720,17
9731,2,9748,17
11109,1,11118,17
11997,1,12008,17
12038,1,12060,17
12262,1,12279,17
12787,1,12802,17
12827,1,12838,17
12892,1,12906,17
12950,1,12962,17
13281,1,13297,17
13410,1,13424,17
13498,1,13515,17
13522,1,13534,17
13562,1,13581,17
13719,1,13735,17
18399,1,18417,17
18941,1,18955,17
19258,1,19269,17
19358,1,19369,17
19417,1,19427,17
19454,1,19466,17
19501,1,19521,17
19580,1,19596,17
19652,1,19663,17
19714,1,19732,17
19778,1,19797,17
19840,1,19854,17
17093,1,17114,18
17424,1,17453,18
17700,1,17716,18
17736,1,17753,18
17783,1,17799,18
17816,1,17839,18
17870,1,17892,18
17912,1,17937,18
21687,1,21702,18
583,1,593,19
5074,1,5091,19
5131,1,5145,19
5151,1,5166,19
5322,2,5335,19
5344,2,5354,19
5400,2,5413,19
5431,2,5443,19
5515,1,5528,19
5536,2,5556,19
5571,1,5582,19
5601,2,5614,19
5619,2,5641,19
5659,2,5683,19
5716,2,5731,19
5755,2,5770,19
5787,2,5802,19
5825,2,5841,19
5850,1,5872,19
5899,2,5916,19
5922,2,5937,19
6014,2,6025,19
6033,1,6043,19
6050,2,6062,19
6072,1,6092,19
6099,1,6108,19
6119,2,6144,19
6191,2,6203,19
6239,1,6255,19
6262,3,6268,19
6298,1,6308,19
6322,1,6336,19
6423,1,6439,19
6567,1,6582,19
6843,1,6855,19
7474,1,7491,19
7533,1,7553,19
7613,1,7637,19
7656,1,7672,19
7951,1,7966,19
7977,1,7997,19
8001,1,8015,19
9560,2,9581,19
9590,1,9608,19
9615,1,9634,19
9655,1,9669,19
9681,1,9698,19
9707,1,9724,19
9754,1,9765,19
10080,2,10094,19
10161,2,10174,19
10185,2,10204,19
10245,2,10260,19
10267,1,10281,19
10287,1,10300,19
10314,1,10325,19
10344,1,10354,19
10948,1,10961,19
11036,1,11051,19
11063,1,11076,19
11775,1,11788,19
11944,2,11955,19
14334,1,14350,19
14624,1,14639,19
15321,1,15337,19
15995,1,16007,19
16171,1,16183,19
16327,1,16347,19
16378,1,16389,19
16453,1,16467,19
16660,1,16671,19
16857,1,16870,19
16890,1,16906,19
17513,1,17525,19
17544,1,17558,19
17709,1,17722,19
17739,1,17751,19
17786,1,17801,19
17823,1,17841,19
18429,1,18439,19
19606,1,19623,19
19649,2,19669,19
19680,1,19703,19
20057,1,20074,19
21418,1,21433,19
21532,1,21546,19
21571,1,21585,19
21634,1,21653,19
21745,1,21763,19
21798,1,21819,19
21842,1,21860,19
21941,1,21956,19
21983,1,21999,19
22066,1,22081,19
22173,1,22191,19
22212,1,22229,19
22243,1,22256,19
22275,1,22291,19
22436,1,22448,19
22708,1,22723,19
22758,1,22774,19
22910,1,22927,19
23345,1,23358,19
23450,1,23461,19
23487,1,23500,19
1331,1,1347,20
1492,1,1505,20
1849,1,1862,20
3025,1,3051,20
3574,1,3588,20
3743,1,3775,20
3819,1,3839,20
3883,1,3902,20
4394,1,4409,20
4791,1,4812,20
4864,1,4882,20
4920,1,4932,20
5098,1,5109,20
5210,1,5220,20
8352,1,8366,20
8432,1,8451,20
8479,1,8500,20
8515,1,8535,20
8557,1,8585,20
8620,1,8639,20
8658,1,8685,20
8725,2,8747,20
8776,1,8792,20
8807,1,8823,20
8857,1,8874,20
8896,1,8923,20
8945,1,8969,20
8989,1,9014,20
9035,1,9063,20
9092,2,9110,20
9132,1,9150,20
9177,1,9193,20
9218,1,9236,20
9273,1,9297,20
9316,1,9340,20
9363,1,9385,20
9415,1,9441,20
9469,1,9488,20
9519,1,9542,20
9559,1,9588,20
9613,1,9637,20
9661,1,9687,20
10190,1,10204,20
10430,1,10443,20
13443,1,13457,20
13522,1,13539,20
13564,1,13577,20
13619,1,13637,20
13798,1,13810,20
13843,1,13859,20
14563,1,14582,20
14649,1,14661,20
14690,1,14712,20
14724,1,14741,20
14766,1,14785,20
14813,1,14832,20
14854,1,14868,20
14898,1,14915,20
14937,1,14951,20
14981,1,14998,20
15029,2,15051,20
16463,1,16476,20
16799,1,16817,20
16898,1,16918,20
16937,1,16954,20
17143,1,17157,20
17185,1,17199,20
17253,1,17264,20
18284,1,18306,20
19886,1,19903,20
21152,1,21165,20
21451,1,21465,20
21784,1,21799,20
84107,1,84137,21
85978,1,85990,21
122,1,133,21
654,1,668,21
924,1,936,21
1030,1,1043,21
1149,2,1160,21
1264,1,1276,21
1906,2,1920,21
1935,2,1949,21
2018,2,2029,21
2111,1,2131,21
2179,2,2191,21
3098,1,3118,21
3423,1,3439,21
3597,1,3617,21
5357,1,5378,21
5636,1,5653,21
5802,1,5814,21
6138,1,6149,21
6396,1,6407,21
6483,1,6495,21
6582,1,6596,21
6638,1,6650,21
6737,1,6751,21
6854,1,6867,21
6935,1,6951,21
10389,1,10407,21
10517,1,10531,21
10831,1,10843,21
10873,1,10888,21
11065,1,11079,21
11307,1,11322,21
11367,1,11383,21
11476,1,11488,21
11753,1,11765,21
11863,1,11879,21
12322,1,12334,21
12569,1,12584,21
13803,1,13821,21
13964,1,13979,21
14244,1,14256,21
14288,1,14298,21
15203,1,15218,21
15404,1,15419,21
15430,1,15453,21
16499,1,16515,21
16532,1,16546,21
16553,1,16564,21
17108,2,17118,21
19059,2,19068,21
19075,2,19092,21
19098,2,19110,21
19162,2,19174,21
19439,1,19453,21
19493,1,19505,21
19659,1,19671,21
19694,1,19707,21
19734,2,19747,21
19754,1,19768,21
19777,1,19794,21
19988,1,20004,21
20062,1,20075,21
20140,1,20152,21
20289,1,20306,21
20378,1,20394,21
20441,1,20455,21
20536,1,20553,21
20606,1,20619,21
20681,1,20695,21
20940,1,20953,21
21023,1,21036,21
21288,1,21309,21
21633,1,21653,21
21677,1,21692,21
21705,1,21727,21
21750,1,21768,21
21797,1,21817,21
21997,1,22021,21
22048,1,22070,21
4588,1,4611,22
10544,1,10555,22
10611,1,10625,22
10691,1,10707,22
10790,1,10805,22
10944,2,10955,22
11185,1,11200,22
11398,1,11417,22
11465,1,11480,22
11553,1,11567,22
11603,3,11609,22
12005,1,12024,22
12702,1,12715,22
17631,2,17643,22
17751,1,17767,22
17800,1,17817,22
17995,1,18012,22
18146,1,18167,22
18287,1,18300,22
18921,1,18938,22
19806,1,19822,22
20060,1,20074,22
20080,3,20087,22
20210,1,20226,22
20568,1,20584,22
20702,1,20721,22
21000,1,21014,22
21080,1,21096,22
21593,1,21612,22
84369,1,84389,23
84828,1,84840,23
85168,1,85183,23
890,1,907,23
927,1,940,23
960,1,972,23
985,1,997,23
1008,1,1021,23
1030,1,1044,23
1055,1,1068,23
1117,1,1134,23
1145,1,1159,23
1190,1,1207,23
1218,1,1232,23
1245,1,1257,23
1270,1,1281,23
1295,1,1310,23
1319,1,1331,23
1377,1,1391,23
1497,1,1511,23
1523,1,1535,23
1584,3,1590,23
1749,1,1763,23
1813,1,1828,23
1838,1,1850,23
2092,1,2102,23
2116,1,2127,23
2176,1,2190,23
2462,1,2476,23
2524,1,2537,23
2553,1,2565,23
2620,1,2636,23
2752,1,2761,23
2859,1,2870,23
2929,1,2946,23
2999,1,3011,23
3078,1,3091,23
3301,1,3314,23
3558,1,3572,23
3635,1,3650,23
4185,1,4200,23
4239,1,4250,23
4262,1,4274,23
4297,1,4313,23
4340,1,4352,23
4372,1,4386,23
4574,1,4589,23
4602,1,4617,23
4632,1,4642,23
4678,1,4692,23
4705,1,4720,23
4834,1,4850,23
4859,1,4875,23
4891,1,4907,23
4928,1,4944,23
4956,1,4972,23
5023,1,5039,23
5049,1,5065,23
5082,1,5097,23
5110,1,5124,23
5142,1,5158,23
5179,1,5196,23
5213,1,5227,23
5241,1,5257,23
5274,1,5290,23
5299,1,5309,23
5333,1,5348,23
5371,1,5386,23
5406,1,5420,23
5459,1,5477,23
5503,1,5518,23
5538,1,5553,23
5574,1,5587,23
5610,1,5626,23
5700,1,5714,23
5727,1,5745,23
5762,1,5779,23
5791,1,5808,23
5822,1,5840,23
5856,1,5870,23
5994,1,6011,23
6040,1,6055,23
6065,1,6079,23
6096,1,6114,23
6138,1,6152,23
6168,1,6183,23
6202,1,6217,23
6229,1,6242,23
8216,1,8230,23
9464,1,9478,23
9738,1,9753,23
9782,1,9800,23
10494,1,10509,23
11861,1,11875,23
11961,1,11978,23
11989,1,12008,23
12041,2,12060,23
12086,2,12102,23
12121,2,12138,23
12145,1,12157,23
12183,1,12207,23
12234,1,12282,23
12408,1,12427,23
12447,1,12467,23
12517,1,12561,23
12597,1,12623,23
12664,1,12685,23
12789,1,12803,23
12894,1,12916,23
12984,1,12999,23
13028,1,13047,23
13079,1,13099,23
13276,1,13291,23
13469,1,13486,23
13564,1,13578,23
13619,1,13634,23
13682,1,13696,23
13721,1,13737,23
13752,1,13767,23
13802,1,13821,23
13840,1,13857,23
13879,1,13893,23
13905,1,13924,23
13945,1,13961,23
13978,1,13997,23
14010,1,14028,23
14053,1,14072,23
14096,1,14111,23
14133,1,14149,23
14165,1,14181,23
14204,1,14221,23
14232,1,14248,23
14264,1,14281,23
14294,1,14311,23
14838,1,14855,23
14908,1,14930,23
14957,1,14971,23
14983,1,14998,23
15131,1,15144,23
15239,1,15251,23
15290,1,15311,23
15336,1,15353,23
15386,1,15397,23
15615,1,15629,23
16386,1,16401,23
16426,1,16439,23
16451,1,16466,23
16503,1,16519,23
16537,1,16553,23
16573,1,16589,23
16696,1,16710,23
16727,1,16741,23
16762,1,16778,23
16798,1,16815,23
16836,1,16851,23
16873,1,16887,23
18824,1,18841,23
18907,1,18922,23
18943,1,18959,23
18974,1,18991,23
19004,1,19021,23
19035,1,19051,23
19086,1,19105,23
19155,1,19175,23
19195,1,19212,23
19287,1,19303,23
19401,1,19414,23
19459,1,19473,23
19500,1,19518,23
19525,1,19541,23
19559,1,19576,23
19619,1,19632,23
19756,1,19770,23
19792,1,19807,23
19837,1,19851,23
19864,1,19879,23
19900,2,19917,23
19933,1,19950,23
19972,1,19987,23
20029,1,20043,23
20287,1,20299,23
20344,1,20377,23
20413,1,20428,23
20612,1,20627,23
20832,1,20852,23
20997,1,21011,23
21039,1,21060,23
21096,1,21116,23
21168,1,21182,23
21214,1,21226,23
21300,1,21316,23
21408,1,21432,23
84627,1,84644,24
84733,2,84750,24
84829,1,84849,24
85149,1,85162,24
85330,1,85349,24
85668,1,85684,24
85722,1,85740,24
85942,1,85963,24
86007,2,86029,24
86056,2,86074,24
86099,1,86118,24
86150,1,86180,24
86205,1,86224,24
86263,1,86275,24
86319,1,86332,24
88,1,107,24
207,1,228,24
264,1,289,24
317,1,342,24
397,1,414,24
2031,1,2052,24
3025,2,3060,24
3075,1,3085,24
3148,1,3160,24
3203,1,3224,24
3250,1,3269,24
5263,1,5280,24
5352,1,5369,24
5411,2,5426,24
5466,1,5482,24
5539,2,5555,24
5677,1,5697,24
5756,1,5775,24
5827,1,5844,24
5977,1,6005,24
6041,1,6057,24
6080,1,6098,24
6286,1,6300,24
6511,1,6530,24
6668,1,6682,24
7031,2,7045,24
7309,1,7325,24
7913,1,7931,24
8697,1,8712,24
8805,1,8821,24
9426,1,9440,24
9461,1,9477,24
9515,1,9529,24
9564,1,9577,24
9612,1,9629,24
9654,1,9670,24
9703,1,9716,24
10054,1,10069,24
10146,1,10162,24
10208,1,10221,24
10293,1,10311,24
10343,1,10356,24
10439,2,10455,24
10474,1,10497,24
10524,1,10538,24
10570,1,10587,24
10639,1,10655,24
10687,1,10702,24
10741,1,10753,24
10768,1,10780,24
10800,1,10817,24
10835,1,10851,24
10859,1,10870,24
10892,1,10901,24
10913,1,10924,24
10933,1,10944,24
11074,2,11087,24
11106,1,11119,24
11162,1,11179,24
11233,1,11251,24
11310,1,11323,24
11341,1,11363,24
11515,1,11530,24
11548,1,11563,24
11616,1,11634,24
11729,2,11744,24
12145,1,12163,24
12247,1,12264,24
12316,1,12331,24
12363,1,12385,24
12485,1,12501,24
13254,1,13266,24
13624,2,13642,24
13665,1,13687,24
13712,2,13734,24
13768,2,13782,24
13810,2,13834,24
13856,1,13871,24
14366,1,14386,24
14405,1,14421,24
14438,1,14466,24
14488,1,14505,24
14529,1,14558,24
14627,1,14645,24
14751,1,14770,24
14927,1,14947,24
14973,1,14993,24
15024,1,15041,24
15062,1,15096,24
15124,1,15142,24
15173,1,15185,24
15245,1,15262,24
15415,1,15429,24
15516,1,15532,24
15655,1,15669,24
15753,1,15772,24
15817,1,15834,24
15940,1,15959,24
16601,1,16614,24
16781,1,16797,24
16816,1,16834,24
16857,2,16873,24
16889,1,16910,24
16936,1,16955,24
16969,1,17000,24
17003,3,17012,24
17078,1,17093,24
17178,1,17198,24
17255,1,17270,24
17496,1,17511,24
17632,1,17648,24
17669,1,17683,24
17715,1,17732,24
17748,1,17766,24
19423,2,19442,24
19463,1,19486,24
20001,1,20017,24
20038,1,20052,24
20080,1,20096,24
20114,1,20136,24
20149,1,20179,24
20202,1,20224,24
20250,1,20267,24
20288,1,20304,24
20352,1,20368,24
20400,1,20415,24
20500,2,20522,24
20555,2,20579,24
20593,2,20617,24
20637,2,20659,24
20676,2,20705,24
20716,2,20738,24
20761,1,20776,24
20796,1,20813,24
20830,1,20847,24
21105,1,21124,24
21224,2,21240,24
21538,1,21557,24
21569,1,21585,24
21624,1,21643,24
1889,1,1903,25
1920,1,1933,25
1943,1,1961,25
1971,2,1985,25
1990,1,2006,25
2016,2,2033,25
2043,1,2057,25
2072,2,2094,25
2102,2,2118,25
2126,1,2142,25
2151,2,2167,25
2180,1,2199,25
2214,2,2231,25
2242,2,2279,25
2286,2,2313,25
2342,2,2378,25
2396,2,2429,25
2445,2,2477,25
2487,2,2521,25
2536,2,2556,25
2582,1,2610,25
2624,2,2649,25
2661,2,2690,25
2707,1,2739,25
2752,2,2774,25
2811,2,2835,25
2844,1,2860,25
2871,2,2889,25
2898,1,2914,25
2927,2,2942,25
2955,1,2975,25
2987,1,3005,25
3022,2,3039,25
3067,1,3085,25
3116,1,3135,25
3163,2,3191,25
3199,1,3214,25
3230,2,3247,25
3272,1,3296,25
3319,2,3335,25
3376,1,3397,25
3449,2,3465,25
3485,2,3500,25
3514,2,3528,25
3538,1,3559,25
3577,2,3601,25
3617,2,3645,25
3657,2,3677,25
3712,2,3738,25
3773,2,3798,25
3832,2,3852,25
3882,2,3902,25
3936,1,3966,25
3980,2,3996,25
4004,1,4018,25
4029,2,4047,25
4087,2,4106,25
4115,1,4143,25
4154,1,4179,25
4196,1,4228,25
4243,1,4276,25
4293,1,4326,25
4336,2,4354,25
4405,1,4430,25
4437,2,4456,25
4467,1,4485,25
4502,2,4531,25
4545,2,4565,25
4583,2,4609,25
4622,2,4641,25
4650,1,4671,25
4818,2,4832,25
4839,2,4862,25
4872,2,4892,25
4904,1,4921,25
4930,1,4960,25
4983,1,5002,25
5022,2,5037,25
5073,2,5094,25
5131,1,5153,25
5167,1,5183,25
5218,2,5233,25
5282,1,5306,25
5314,1,5336,25
5407,2,5425,25
5467,1,5492,25
5514,1,5535,25
5551,2,5588,25
5606,2,5640,25
5655,1,5692,25
5710,1,5748,25
5768,2,5799,25
5813,1,5839,25
5853,2,5889,25
5908,2,5925,25
5947,1,5965,25
5979,2,6010,25
6034,1,6068,25
6084,2,6117,25
6139,2,6175,25
6194,2,6225,25
6244,2,6284,25
6304,1,6339,25
6354,1,6386,25
6397,2,6419,25
6452,1,6469,25
6480,1,6496,25
6518,1,6540,25
6550,1,6569,25
6588,1,6607,25
6615,1,6630,25
6636,1,6654,25
6664,2,6685,25
6693,1,6713,25
6734,1,6764,25
6781,1,6813,25
6829,1,6860,25
6873,2,6897,25
6901,2,6920,25
6984,1,7007,25
7018,1,7041,25
7060,2,7081,25
7096,2,7122,25
7137,2,7147,25
7307,1,7318,25
7327,1,7339,25
7350,1,7365,25
7376,1,7392,25
7404,1,7419,25
7432,1,7451,25
7466,1,7502,25
7518,1,7538,25
7563,1,7582,25
7597,1,7638,25
7653,1,7697,25
7712,1,7741,25
7748,1,7767,25
7786,1,7818,25
7838,1,7875,25
7881,3,7887,25
7896,1,7920,25
7935,1,7954,25
7966,1,7987,25
7999,1,8015,25
8024,2,8047,25
8060,2,8078,25
8096,2,8132,25
8153,2,8186,25
8203,2,8243,25
8260,2,8293,25
8310,2,8345,25
8372,1,8398,25
8419,1,8437,25
8444,2,8463,25
8482,2,8520,25
8529,2,8562,25
8584,2,8605,25
8709,2,8725,25
8760,2,8775,25
8809,2,8847,25
8862,2,8893,25
8908,2,8941,25
8964,2,8992,25
9008,2,9045,25
9060,2,9083,25
9149,1,9163,25
9178,2,9212,25
9219,1,9241,25
9248,2,9270,25
9282,2,9328,25
9364,2,9384,25
9411,2,9432,25
9448,2,9484,25
9511,2,9528,25
9543,1,9559,25
9576,2,9598,25
9628,2,9648,25
9665,2,9682,25
9765,1,9780,25
9797,2,9815,25
9832,1,9848,25
9883,1,9906,25
9933,1,9948,25
9962,1,9982,25
10008,2,10048,25
10058,2,10085,25
10168,2,10209,25
10232,2,10269,25
10287,1,10308,25
10325,2,10353,25
10424,1,10444,25
10469,2,10502,25
10513,2,10545,25
10651,2,10688,25
10703,2,10746,25
10761,1,10794,25
10814,1,10830,25
10841,1,10862,25
10875,2,10899,25
10905,1,10919,25
10936,2,10972,25
10991,1,11014,25
11030,1,11053,25
11106,2,11142,25
11158,1,11179,25
11200,1,11233,25
11286,2,11310,25
11509,1,11528,25
11543,1,11577,25
11599,1,11617,25
11636,1,11670,25
11683,1,11716,25
11741,1,11767,25
11783,1,11817,25
11831,1,11863,25
11882,1,11911,25
11930,1,11959,25
11971,1,11993,25
12004,2,12020,25
12049,2,12065,25
12138,2,12149,25
12168,1,12181,25
12193,1,12209,25
12221,1,12238,25
12270,1,12287,25
12304,2,12333,25
12349,1,12375,25
12393,2,12423,25
12441,2,12475,25
12489,2,12522,25
12546,2,12574,25
12587,2,12616,25
12627,2,12656,25
12669,2,12685,25
12723,2,12744,25
12751,1,12768,25
12786,2,12796,25
12826,2,12844,25
12853,2,12873,25
12885,2,12909,25
12914,1,12931,25
12942,2,12958,25
12970,1,12990,25
13009,2,13033,25
13115,2,13126,25
13152,2,13169,25
13194,2,13218,25
13302,2,13329,25
13339,2,13358,25
13377,2,13392,25
13409,2,13422,25
13447,1,13466,25
13483,1,13503,25
13530,1,13545,25
13589,1,13610,25
13637,1,13654,25
13663,2,13679,25
13709,2,13728,25
13757,2,13771,25
13800,2,13814,25
13817,1,13833,25
13863,1,13881,25
13896,1,13918,25
13944,2,13974,25
13986,1,14002,25
14033,1,14052,25
14081,1,14100,25
14105,2,14119,25
14135,1,14163,25
14186,2,14200,25
14218,1,14246,25
14258,2,14279,25
14310,2,14340,25
14358,2,14382,25
14396,1,14420,25
14438,1,14467,25
14478,2,14514,25
14531,1,14556,25
14578,1,14595,25
14634,1,14656,25
14689,1,14712,25
14734,2,14765,25
14787,2,14810,25
14831,1,14848,25
14859,1,14876,25
14903,2,14916,25
14923,2,14952,25
14974,2,14994,25
15008,1,15033,25
15045,2,15073,25
15088,2,15114,25
15131,1,15156,25
15175,2,15212,25
15237,1,15261,25
15273,2,15293,25
15308,1,15324,25
15332,2,15366,25
15380,1,15398,25
15524,2,15541,25
15557,2,15585,25
15606,2,15639,25
15661,2,15693,25
15715,2,15744,25
15767,2,15786,25
15833,2,15853,25
15937,2,15953,25
16010,2,16027,25
16062,1,16076,25
16090,1,16108,25
17058,2,17075,25
17103,2,17120,25
17135,2,17150,25
17163,2,17184,25
17197,2,17230,25
17249,2,17268,25
17288,2,17307,25
17347,2,17361,25
17369,2,17384,25
17409,2,17424,25
17438,2,17460,25
17476,2,17515,25
17524,2,17556,25
17558,1,17574,25
17587,2,17612,25
17616,2,17636,25
17642,2,17658,25
17666,2,17680,25
17686,2,17705,25
17726,2,17747,25
17762,2,17778,25
17793,2,17804,25
17819,1,17834,25
17844,2,17870,25
17886,2,17911,25
17923,2,17946,25
17962,2,17991,25
18006,2,18036,25
18045,1,18069,25
18086,1,18107,25
18120,1,18150,25
18170,1,18206,25
18219,1,18248,25
18257,2,18284,25
18293,1,18314,25
18328,1,18357,25
18372,1,18394,25
18411,2,18449,25
18460,2,18503,25
18528,1,18549,25
18570,1,18592,25
18604,1,18642,25
18726,1,18742,25
18773,1,18789,25
18803,1,18820,25
18834,2,18846,25
18877,1,18896,25
19383,1,19399,25
19414,1,19428,25
19436,1,19450,25
19458,1,19475,25
19484,1,19504,25
19515,1,19533,25
19544,1,19567,25
19577,1,19599,25
19610,1,19622,25
19628,1,19644,25
19663,2,19677,25
19713,1,19736,25
19755,1,19776,25
19789,2,19811,25
19841,2,19857,25
19888,2,19910,25
19946,1,19975,25
19985,3,19994,25
19998,1,20026,25
20047,1,20076,25
20125,1,20143,25
20146,3,20152,25
20164,2,20189,25
20217,1,20251,25
20271,1,20303,25
20318,1,20350,25
20372,1,20393,25
20409,1,20440,25
20457,1,20477,25
20494,1,20514,25
20554,1,20580,25
20597,1,20616,25
20628,1,20661,25
20714,1,20736,25
20763,1,20785,25
20819,1,20845,25
20855,1,20880,25
20910,1,20941,25
20962,1,20981,25
20998,1,21021,25
21033,1,21068,25
21083,1,21122,25
21144,1,21174,25
21193,1,21218,25
21256,1,21276,25
21354,2,21366,25
21373,1,21392,25
21442,1,21459,25
21470,1,21487,25
21493,1,21512,25
21523,1,21542,25
21556,1,21573,25
21584,1,21604,25
21620,1,21633,25
21659,1,21672,25
21685,1,21700,25
21712,1,21735,25
21753,2,21770,25
21787,2,21808,25
21832,2,21851,25
21864,2,21886,25
21903,2,21933,25
21948,2,22004,25
22009,1,22036,25
22047,1,22063,25
22068,1,22100,25
22119,2,22137,25
22154,2,22170,25
22258,1,22282,25
22299,2,22309,25
22333,1,22350,25
22362,1,22378,25
22385,1,22402,25
22415,1,22432,25
22444,1,22460,25
22473,1,22490,25
22523,1,22543,25
22669,2,22684,25
22704,1,22721,25
22737,2,22756,25
83733,1,83746,26
85421,1,85435,26
86310,1,86324,26
1149,1,1166,26
1353,2,1366,26
1549,1,1565,26
1610,1,1626,26
1662,1,1680,26
1691,1,1705,26
1751,1,1769,26
2048,1,2063,26
2085,1,2104,26
2209,2,2227,26
2266,2,2285,26
2308,1,2321,26
3743,1,3760,26
7041,1,7055,26
8562,1,8586,26
8611,1,8640,26
8691,1,8715,26
8730,2,8754,26
8773,1,8787,26
8812,1,8834,26
8861,1,8880,26
8913,1,8933,26
8946,1,8973,26
9082,1,9097,26
9178,1,9198,26
9270,2,9299,26
10870,1,10883,26
11113,1,11126,26
11325,1,11342,26
11601,1,11621,26
11656,1,11672,26
11696,1,11715,26
11788,1,11807,26
11832,1,11853,26
11874,1,11893,26
11932,2,11950,26
11983,1,11999,26
12940,1,12957,26
13055,1,13070,26
13228,1,13242,26
13292,1,13310,26
15434,2,15450,26
15595,1,15613,26
17065,1,17081,26
17128,1,17144,26
17210,1,17232,26
17454,1,17472,26
17700,1,17717,26
17832,1,17851,26
17918,1,17931,26
18052,1,18074,26
18155,2,18177,26
18296,1,18313,26
18629,1,18644,26
18767,1,18786,26
18805,3,18811,26
18822,2,18855,26
18909,2,18935,26
18960,2,19005,26
19069,2,19097,26
19134,2,19164,26
19458,2,19481,26
19508,1,19536,26
19571,1,19591,26
19636,1,19662,26
19684,1,19699,26
19737,1,19757,26
19805,1,19828,26
19844,1,19866,26
19871,1,19886,26
19951,1,19984,26
20088,1,20106,26
20141,1,20161,26
20182,1,20201,26
20237,1,20258,26
20625,1,20642,26
20682,1,20700,26
20722,1,20742,26
20773,1,20793,26
20840,1,20863,26
20929,1,20947,26
21291,1,21308,26
83651,2,83663,27
83672,1,83688,27
83716,1,83731,27
83742,1,83763,27
83825,2,83840,27
83864,1,83881,27
83887,1,83905,27
83913,1,83930,27
83951,1,83969,27
83974,1,83989,27
83994,1,84008,27
84010,1,84027,27
84041,1,84055,27
84170,2,84186,27
84190,2,84203,27
84207,2,84221,27
84229,2,84244,27
84250,2,84265,27
84279,2,84296,27
